"","Participant","OtherLangYN","Gender","Age","Education","Item","Rating","Scenario","Context","Content"
"661","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","CarPNRG",100,"Car","PNR","G"
"662","R_2xMjOYTLb0LsYDy","No","Male",51,"Some college but no degree","CarPNRG",100,"Car","PNR","G"
"663","R_1pArIQrIGQfCciJ","Yes","Female",23,"Some college but no degree","CarPNRG",79,"Car","PNR","G"
"664","R_eIHTh6Qzndx6CpX","No","Female",42,"Bachelor's degree or equivalent","CarPNRG",46,"Car","PNR","G"
"665","R_33Cg5sfojAPzosG","No","Female",24,"Bachelor's degree or equivalent","CarPNRG",96,"Car","PNR","G"
"666","R_2VJCj6zDqQxXApz","Yes","Female",38,"Bachelor's degree or equivalent","CarPNRG",100,"Car","PNR","G"
"667","R_1E6zspl52lRQ5BB","No","Male",38,"High school degree","CarPNRG",100,"Car","PNR","G"
"668","R_qQ8SmEL4w751inv","No","Male",65,"Master's degree or equivalent","CarPNRG",100,"Car","PNR","G"
"669","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","CarPNRG",96,"Car","PNR","G"
"670","R_2bQ2gi8G34unkcz","Yes","Female",55,"Other","CarPNRG",100,"Car","PNR","G"
"671","R_vV9KysrTULcwinD","No","Male",57,"Bachelor's degree or equivalent","CarPNRG",97,"Car","PNR","G"
"672","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","DogPNRG",49,"Dog","PNR","G"
"673","R_SH6OFLHcLXmapmV","No","Male",30,"High school degree","DogPNRG",84,"Dog","PNR","G"
"674","R_3etdSJQBdTvTuJZ","No","Male",37,"Bachelor's degree or equivalent","DogPNRG",97,"Dog","PNR","G"
"675","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","DogPNRG",54,"Dog","PNR","G"
"676","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","DogPNRG",100,"Dog","PNR","G"
"677","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","DogPNRG",85,"Dog","PNR","G"
"678","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","DogPNRG",76,"Dog","PNR","G"
"679","R_2rZXMgjBkjgKwpz","No","Female",31,"Some college but no degree","DogPNRG",83,"Dog","PNR","G"
"680","R_veNNomIroLI3FTz","No","Male",22,"High school degree","DogPNRG",92,"Dog","PNR","G"
"681","R_3ELR960iC3CruM3","No","Male",23,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"682","R_Wr25rTClivQBkMV","No","Female",21,"Some college but no degree","DogPNRG",94,"Dog","PNR","G"
"683","R_3qUuOdAID8ux1h1","No","Male",46,"Some college but no degree","DogPNRG",92,"Dog","PNR","G"
"684","R_3HB6mvLUuALQ8FY","Yes","Male",30,"High school degree","DogPNRG",100,"Dog","PNR","G"
"685","R_29t6qWUtpEBkAxE","No","Male",59,"Some college but no degree","DogPNRG",88,"Dog","PNR","G"
"686","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","DogPNRG",95,"Dog","PNR","G"
"687","R_1oBAlBz8tCTrtvw","No","Male",65,"Some college but no degree","DogPNRG",100,"Dog","PNR","G"
"688","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","DogPNRG",73,"Dog","PNR","G"
"689","R_3wSEYDwEnhbPg5P","No","Male",71,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"690","R_27HzZ3Bk92wWe8N","No","Male",31,"Bachelor's degree or equivalent","DogPNRG",75,"Dog","PNR","G"
"691","R_2PifUy74oObevkk","No","Male",27,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"692","R_26aoBEjMfFHXDsx","No","Male",30,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"693","R_VOQ1sdYacLMzuN3","No","Male",62,"Bachelor's degree or equivalent","DogPNRG",82,"Dog","PNR","G"
"694","R_1GPRy0t1LaqQo3B","No","Male",45,"Some college but no degree","DogPNRG",100,"Dog","PNR","G"
"695","R_31T2kholOTUdUCs","No","Male",43,"Other","DogPNRG",88,"Dog","PNR","G"
"696","R_1Le3c8EcJvQKaFy","No","Male",28,"Some college but no degree","DogPNRG",96,"Dog","PNR","G"
"697","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","DogPNRG",84,"Dog","PNR","G"
"698","R_3oFR79jYLPaN5Qa","No","Male",38,"Master's degree or equivalent","DogPNRG",94,"Dog","PNR","G"
"699","R_3PvjC1Pkae0Od1W","No","Male",28,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"700","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","DogPNRG",100,"Dog","PNR","G"
"701","R_2CswPRXNVqeZYL1","Yes","Male",26,"Master's degree or equivalent","PianoPNRG",7,"Piano","PNR","G"
"702","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","PianoPNRG",95,"Piano","PNR","G"
"703","R_2cnHVf2e9okgUVK","Yes","Male",33,"Some college but no degree","PianoPNRG",100,"Piano","PNR","G"
"704","R_PFYwNY1UT32xE9r","No","Male",26,"Some college but no degree","PianoPNRG",95,"Piano","PNR","G"
"705","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","PianoPNRG",97,"Piano","PNR","G"
"706","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","PianoPNRG",100,"Piano","PNR","G"
"707","R_Xh1yXS224e5Hujn","No","Female",33,"Bachelor's degree or equivalent","PianoPNRG",25,"Piano","PNR","G"
"708","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","PianoPNRG",96,"Piano","PNR","G"
"709","R_2cuy562cM8gKLE1","No","Female",60,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"710","R_3CUzTlSewCAYsuJ","No","Male",27,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"711","R_2AWqKpI2r6YGs8Z","No","Male",26,"Bachelor's degree or equivalent","PianoPNRG",48,"Piano","PNR","G"
"712","R_3M3GtvtEaWMomDm","No","Male",40,"Some college but no degree","PianoPNRG",100,"Piano","PNR","G"
"713","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","PianoPNRG",100,"Piano","PNR","G"
"714","R_3EBcciaWSEezuXJ","No","Male",28,"Some college but no degree","PianoPNRG",100,"Piano","PNR","G"
"715","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"716","R_3L6UNip0RALEdph","No","Male",32,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"717","R_eA65aVXNjQ3oF6p","No","Female",30,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"718","R_3FUpsJl2cKQfS0c","No","Male",34,"Bachelor's degree or equivalent","PianoPNRG",90,"Piano","PNR","G"
"719","R_3iPV6tWg3UI1tqM","No","Female",50,"Bachelor's degree or equivalent","PianoPNRG",67,"Piano","PNR","G"
"720","R_vN1JKe6U1rEi6XL","No","Male",31,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"721","R_26l5jOJwRK5BtTb","No","Male",24,"High school degree","PianoPNRG",100,"Piano","PNR","G"
"722","R_3GvniLqNV7Sxn5X","No","Male",59,"Some college but no degree","PianoPNRG",100,"Piano","PNR","G"
"723","R_1gioXSCHt8RCHMj","No","Male",26,"Some college but no degree","PianoPNRG",87,"Piano","PNR","G"
"724","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","PianoPNRG",46,"Piano","PNR","G"
"725","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","PianoPNRG",66,"Piano","PNR","G"
"726","R_1dK10GPEWZtvW9T","No","Male",30,"High school degree","PianoPNRG",99,"Piano","PNR","G"
"727","R_12fdUBsPbpZ6vTk","No","Female",26,"Bachelor's degree or equivalent","PianoPNRG",95,"Piano","PNR","G"
"728","R_Q9TeAZyJAZPolbj","No","Female",46,"Some college but no degree","PianoPNRG",95,"Piano","PNR","G"
"729","R_3r1EjkUOufYd36h","Yes","Male",35,"Master's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"730","R_2xEOvPK3E6hGXAY","Yes","Male",28,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"731","R_2al5WJaPnikLvKh","No","Male",31,"Bachelor's degree or equivalent","PianoPNRG",100,"Piano","PNR","G"
"732","R_1Nb5wf5tHG04AG6","No","Male",44,"Some college but no degree","PianoPNRG",66,"Piano","PNR","G"
"733","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","BrotherRAdj",8,"Brother","R","Adj"
"734","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","BrotherRAdj",82,"Brother","R","Adj"
"735","R_2SIfOE4GVBXLecK","No","Male",33,"Bachelor's degree or equivalent","BrotherRAdj",98,"Brother","R","Adj"
"736","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","BrotherRAdj",90,"Brother","R","Adj"
"737","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","BrotherRAdj",100,"Brother","R","Adj"
"738","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","BrotherRAdj",92,"Brother","R","Adj"
"739","R_z1HMLRStitU9kXL","Yes","Female",31,"Bachelor's degree or equivalent","BrotherRAdj",100,"Brother","R","Adj"
"740","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","BrotherRAdj",90,"Brother","R","Adj"
"741","R_2rZXMgjBkjgKwpz","No","Female",31,"Some college but no degree","BrotherRAdj",89,"Brother","R","Adj"
"742","R_r7SBxvNCWngsSjL","Yes","Male",27,"High school degree","BrotherRAdj",82,"Brother","R","Adj"
"743","R_2AWqKpI2r6YGs8Z","No","Male",26,"Bachelor's degree or equivalent","BrotherRAdj",47,"Brother","R","Adj"
"744","R_3M3GtvtEaWMomDm","No","Male",40,"Some college but no degree","BrotherRAdj",100,"Brother","R","Adj"
"745","R_PNUuDjB9kU72c1j","No","Male",71,"Some college but no degree","BrotherRAdj",94,"Brother","R","Adj"
"746","R_eA65aVXNjQ3oF6p","No","Female",30,"Bachelor's degree or equivalent","BrotherRAdj",100,"Brother","R","Adj"
"747","R_3FUpsJl2cKQfS0c","No","Male",34,"Bachelor's degree or equivalent","BrotherRAdj",99,"Brother","R","Adj"
"748","R_7PS83Uw5gcTKfpn","No","Male",29,"Some college but no degree","BrotherRAdj",96,"Brother","R","Adj"
"749","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","BrotherRAdj",99,"Brother","R","Adj"
"750","R_26l5jOJwRK5BtTb","No","Male",24,"High school degree","BrotherRAdj",100,"Brother","R","Adj"
"751","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","BrotherRAdj",68,"Brother","R","Adj"
"752","R_1nOVRAV3icHAOX4","No","Male",49,"Some college but no degree","BrotherRAdj",93,"Brother","R","Adj"
"753","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","BrotherRAdj",93,"Brother","R","Adj"
"754","R_3oL22AoBKqGPIv3","No","Male",22,"Bachelor's degree or equivalent","BrotherRAdj",97,"Brother","R","Adj"
"755","R_12fdUBsPbpZ6vTk","No","Female",26,"Bachelor's degree or equivalent","BrotherRAdj",95,"Brother","R","Adj"
"756","R_1GPRy0t1LaqQo3B","No","Male",45,"Some college but no degree","BrotherRAdj",95,"Brother","R","Adj"
"757","R_31T2kholOTUdUCs","No","Male",43,"Other","BrotherRAdj",97,"Brother","R","Adj"
"758","R_OIipHExw3Ao02rf","No","Male",27,"Master's degree or equivalent","BrotherRAdj",81,"Brother","R","Adj"
"759","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","BrotherRAdj",81,"Brother","R","Adj"
"760","R_2bWutw16BwbTbnn","No","Female",49,"High school degree","BrotherRAdj",100,"Brother","R","Adj"
"761","R_pFpayjaHUphtBu1","No","Male",31,"Bachelor's degree or equivalent","BrotherRAdj",100,"Brother","R","Adj"
"762","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","BrotherRAdj",100,"Brother","R","Adj"
"763","R_1Nb5wf5tHG04AG6","No","Male",44,"Some college but no degree","BrotherRAdj",100,"Brother","R","Adj"
"764","R_2CswPRXNVqeZYL1","Yes","Male",26,"Master's degree or equivalent","CarRAdj",43,"Car","R","Adj"
"765","R_3EHhBWpmUqcECek","No","Male",43,"Some college but no degree","CarRAdj",100,"Car","R","Adj"
"766","R_SH6OFLHcLXmapmV","No","Male",30,"High school degree","CarRAdj",97,"Car","R","Adj"
"767","R_2fBsed1n7TP7vIm","No","Male",41,"High school degree","CarRAdj",46,"Car","R","Adj"
"768","R_XzFkuwNPgOuYThD","No","Male",37,"Bachelor's degree or equivalent","CarRAdj",99,"Car","R","Adj"
"769","R_2YhUEJQHGrxe0El","No","Male",25,"Bachelor's degree or equivalent","CarRAdj",85,"Car","R","Adj"
"770","R_3fPD2wNlaRGcqKA","No","Female",27,"Bachelor's degree or equivalent","CarRAdj",25,"Car","R","Adj"
"771","R_doO5bu2X3i28R2N","No","Male",22,"High school degree","CarRAdj",79,"Car","R","Adj"
"772","R_2fJnVG5DdCyWrx1","No","Male",32,"Some college but no degree","CarRAdj",45,"Car","R","Adj"
"773","R_3CUzTlSewCAYsuJ","No","Male",27,"Bachelor's degree or equivalent","CarRAdj",100,"Car","R","Adj"
"774","R_3ELR960iC3CruM3","No","Male",23,"Bachelor's degree or equivalent","CarRAdj",100,"Car","R","Adj"
"775","R_3EBcciaWSEezuXJ","No","Male",28,"Some college but no degree","CarRAdj",73,"Car","R","Adj"
"776","R_Wr25rTClivQBkMV","No","Female",21,"Some college but no degree","CarRAdj",100,"Car","R","Adj"
"777","R_3qUuOdAID8ux1h1","No","Male",46,"Some college but no degree","CarRAdj",50,"Car","R","Adj"
"778","R_ZJfynNk3A4pqn9n","No","Female",47,"Some college but no degree","CarRAdj",95,"Car","R","Adj"
"779","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","CarRAdj",86,"Car","R","Adj"
"780","R_3iPV6tWg3UI1tqM","No","Female",50,"Bachelor's degree or equivalent","CarRAdj",95,"Car","R","Adj"
"781","R_1oBAlBz8tCTrtvw","No","Male",65,"Some college but no degree","CarRAdj",75,"Car","R","Adj"
"782","R_25yconzjBRW0aUO","No","Male",34,"Some college but no degree","CarRAdj",100,"Car","R","Adj"
"783","R_27HzZ3Bk92wWe8N","No","Male",31,"Bachelor's degree or equivalent","CarRAdj",83,"Car","R","Adj"
"784","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","CarRAdj",100,"Car","R","Adj"
"785","R_26aoBEjMfFHXDsx","No","Male",30,"Bachelor's degree or equivalent","CarRAdj",91,"Car","R","Adj"
"786","R_1dK10GPEWZtvW9T","No","Male",30,"High school degree","CarRAdj",99,"Car","R","Adj"
"787","R_1pArIQrIGQfCciJ","Yes","Female",23,"Some college but no degree","CarRAdj",56,"Car","R","Adj"
"788","R_eIHTh6Qzndx6CpX","No","Female",42,"Bachelor's degree or equivalent","CarRAdj",100,"Car","R","Adj"
"789","R_1Le3c8EcJvQKaFy","No","Male",28,"Some college but no degree","CarRAdj",97,"Car","R","Adj"
"790","R_1E6zspl52lRQ5BB","No","Male",38,"High school degree","CarRAdj",98,"Car","R","Adj"
"791","R_2bQ2gi8G34unkcz","Yes","Female",55,"Other","CarRAdj",94,"Car","R","Adj"
"792","R_2al5WJaPnikLvKh","No","Male",31,"Bachelor's degree or equivalent","CarRAdj",100,"Car","R","Adj"
"793","R_31XEK3XAKpJwBh2","No","Male",61,"Bachelor's degree or equivalent","DogRAdj",100,"Dog","R","Adj"
"794","R_3rTyLoxPPIn5Co9","No","Male",29,"Bachelor's degree or equivalent","DogRAdj",73,"Dog","R","Adj"
"795","R_31zr02FFYpeLwSl","No","Female",40,"Master's degree or equivalent","DogRAdj",98,"Dog","R","Adj"
"796","R_10vnoa62amH4GSH","No","Female",40,"Bachelor's degree or equivalent","DogRAdj",100,"Dog","R","Adj"
"797","R_1Kj9g25GWagYDrZ","No","Male",56,"Some college but no degree","DogRAdj",95,"Dog","R","Adj"
"798","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","DogRAdj",52,"Dog","R","Adj"
"799","R_Xh1yXS224e5Hujn","No","Female",33,"Bachelor's degree or equivalent","DogRAdj",71,"Dog","R","Adj"
"800","R_REJdmXJvdAUvycF","No","Female",28,"Bachelor's degree or equivalent","DogRAdj",100,"Dog","R","Adj"
"801","R_1yKFi16mmkaYTYZ","No","Male",29,"Some college but no degree","DogRAdj",100,"Dog","R","Adj"
"802","R_3PaVWdGEcmno61i","No","Female",47,"Bachelor's degree or equivalent","DogRAdj",87,"Dog","R","Adj"
"803","R_3HB6mvLUuALQ8FY","Yes","Male",30,"High school degree","DogRAdj",100,"Dog","R","Adj"
"804","R_12JV8iLpIX1puvf","No","Female",60,"High school degree","DogRAdj",100,"Dog","R","Adj"
"805","R_29t6qWUtpEBkAxE","No","Male",59,"Some college but no degree","DogRAdj",86,"Dog","R","Adj"
"806","R_10GF1JBBjyJ1qDh","No","Male",31,"Other","DogRAdj",100,"Dog","R","Adj"
"807","R_1IcRp5F2vnr70SC","No","Female",46,"Bachelor's degree or equivalent","DogRAdj",96,"Dog","R","Adj"
"808","R_qL1mQO83B8mmPO9","No","Male",30,"High school degree","DogRAdj",84,"Dog","R","Adj"
"809","R_2VOs9Y9bAbXvKtJ","No","Male",56,"Bachelor's degree or equivalent","DogRAdj",95,"Dog","R","Adj"
"810","R_3wSEYDwEnhbPg5P","No","Male",71,"Bachelor's degree or equivalent","DogRAdj",41,"Dog","R","Adj"
"811","R_uldCSXQuEUoYjPr","Yes","Male",52,"Doctoral degree or equivalent","DogRAdj",56,"Dog","R","Adj"
"812","R_x48BDfE2nCPGKs1","Yes","Male",50,"Doctoral degree or equivalent","DogRAdj",100,"Dog","R","Adj"
"813","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","DogRAdj",79,"Dog","R","Adj"
"814","R_2xMjOYTLb0LsYDy","No","Male",51,"Some college but no degree","DogRAdj",26,"Dog","R","Adj"
"815","R_3sAnLdXkcDVLn7r","No","Male",42,"Bachelor's degree or equivalent","DogRAdj",23,"Dog","R","Adj"
"816","R_Q9TeAZyJAZPolbj","No","Female",46,"Some college but no degree","DogRAdj",96,"Dog","R","Adj"
"817","R_1Cxd3jFV4twoWEj","No","Male",42,"Bachelor's degree or equivalent","DogRAdj",11,"Dog","R","Adj"
"818","R_33Cg5sfojAPzosG","No","Female",24,"Bachelor's degree or equivalent","DogRAdj",67,"Dog","R","Adj"
"819","R_122Skthc9isBkoZ","No","Male",25,"Bachelor's degree or equivalent","DogRAdj",82,"Dog","R","Adj"
"820","R_3oFR79jYLPaN5Qa","No","Male",38,"Master's degree or equivalent","DogRAdj",88,"Dog","R","Adj"
"821","R_2xEOvPK3E6hGXAY","Yes","Male",28,"Bachelor's degree or equivalent","DogRAdj",96,"Dog","R","Adj"
"822","R_vV9KysrTULcwinD","No","Male",57,"Bachelor's degree or equivalent","DogRAdj",93,"Dog","R","Adj"
"823","R_21ENcSqMOuiVNqM","No","Male",35,"Bachelor's degree or equivalent","PianoRAdj",95,"Piano","R","Adj"
"824","R_2zAs0lmZhAMKFVe","No","Male",39,"Some college but no degree","PianoRAdj",94,"Piano","R","Adj"
"825","R_2cnHVf2e9okgUVK","Yes","Male",33,"Some college but no degree","PianoRAdj",90,"Piano","R","Adj"
"826","R_3etdSJQBdTvTuJZ","No","Male",37,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"827","R_PFYwNY1UT32xE9r","No","Male",26,"Some college but no degree","PianoRAdj",58,"Piano","R","Adj"
"828","R_3Di5UsvzwSn402T","No","Male",30,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"829","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","PianoRAdj",96,"Piano","R","Adj"
"830","R_1lttSGZ5LC59uHv","No","Male",71,"High school degree","PianoRAdj",100,"Piano","R","Adj"
"831","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","PianoRAdj",89,"Piano","R","Adj"
"832","R_2cuy562cM8gKLE1","No","Female",60,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"833","R_1BVi1OhzGnyXblG","No","Male",35,"High school degree","PianoRAdj",100,"Piano","R","Adj"
"834","R_veNNomIroLI3FTz","No","Male",22,"High school degree","PianoRAdj",100,"Piano","R","Adj"
"835","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","PianoRAdj",100,"Piano","R","Adj"
"836","R_BKyqAMTET6s537b","No","Female",38,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"837","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"838","R_3L6UNip0RALEdph","No","Male",32,"Bachelor's degree or equivalent","PianoRAdj",92,"Piano","R","Adj"
"839","R_cwnm16XvkODdJyF","No","Male",23,"Bachelor's degree or equivalent","PianoRAdj",38,"Piano","R","Adj"
"840","R_9EqZBFaVRC2yVa1","No","Male",36,"Bachelor's degree or equivalent","PianoRAdj",93,"Piano","R","Adj"
"841","R_3KMY0lFnzS8zL1Y","No","Female",28,"High school degree","PianoRAdj",76,"Piano","R","Adj"
"842","R_vN1JKe6U1rEi6XL","No","Male",31,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"843","R_2zTr7R0l0a5Wb68","No","Male",32,"Bachelor's degree or equivalent","PianoRAdj",66,"Piano","R","Adj"
"844","R_3GvniLqNV7Sxn5X","No","Male",59,"Some college but no degree","PianoRAdj",100,"Piano","R","Adj"
"845","R_1gioXSCHt8RCHMj","No","Male",26,"Some college but no degree","PianoRAdj",94,"Piano","R","Adj"
"846","R_2PifUy74oObevkk","No","Male",27,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"847","R_3Do7BGRmPpnL9Bh","No","Male",43,"Some college but no degree","PianoRAdj",93,"Piano","R","Adj"
"848","R_VOQ1sdYacLMzuN3","No","Male",62,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"849","R_2VJCj6zDqQxXApz","Yes","Female",38,"Bachelor's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"850","R_3r1EjkUOufYd36h","Yes","Male",35,"Master's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"851","R_qQ8SmEL4w751inv","No","Male",65,"Master's degree or equivalent","PianoRAdj",100,"Piano","R","Adj"
"852","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","PianoRAdj",41,"Piano","R","Adj"
"853","R_3PvjC1Pkae0Od1W","No","Male",28,"Bachelor's degree or equivalent","PianoRAdj",98,"Piano","R","Adj"
"854","R_12Aqr4xS2Ghuwz6","No","Female",48,"Bachelor's degree or equivalent","PianoRAdj",99,"Piano","R","Adj"
"855","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","BrotherRApp",84,"Brother","R","App"
"856","R_2CswPRXNVqeZYL1","Yes","Male",26,"Master's degree or equivalent","BrotherRApp",12,"Brother","R","App"
"857","R_SH6OFLHcLXmapmV","No","Male",30,"High school degree","BrotherRApp",30,"Brother","R","App"
"858","R_3rTyLoxPPIn5Co9","No","Male",29,"Bachelor's degree or equivalent","BrotherRApp",69,"Brother","R","App"
"859","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","BrotherRApp",29,"Brother","R","App"
"860","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","BrotherRApp",34,"Brother","R","App"
"861","R_2YhUEJQHGrxe0El","No","Male",25,"Bachelor's degree or equivalent","BrotherRApp",35,"Brother","R","App"
"862","R_z1HMLRStitU9kXL","Yes","Female",31,"Bachelor's degree or equivalent","BrotherRApp",11,"Brother","R","App"
"863","R_doO5bu2X3i28R2N","No","Male",22,"High school degree","BrotherRApp",22,"Brother","R","App"
"864","R_REJdmXJvdAUvycF","No","Female",28,"Bachelor's degree or equivalent","BrotherRApp",51,"Brother","R","App"
"865","R_2rZXMgjBkjgKwpz","No","Female",31,"Some college but no degree","BrotherRApp",7,"Brother","R","App"
"866","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","BrotherRApp",57,"Brother","R","App"
"867","R_Wr25rTClivQBkMV","No","Female",21,"Some college but no degree","BrotherRApp",27,"Brother","R","App"
"868","R_12JV8iLpIX1puvf","No","Female",60,"High school degree","BrotherRApp",55,"Brother","R","App"
"869","R_eA65aVXNjQ3oF6p","No","Female",30,"Bachelor's degree or equivalent","BrotherRApp",50,"Brother","R","App"
"870","R_7PS83Uw5gcTKfpn","No","Male",29,"Some college but no degree","BrotherRApp",79,"Brother","R","App"
"871","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","BrotherRApp",19,"Brother","R","App"
"872","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","BrotherRApp",28,"Brother","R","App"
"873","R_27HzZ3Bk92wWe8N","No","Male",31,"Bachelor's degree or equivalent","BrotherRApp",27,"Brother","R","App"
"874","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","BrotherRApp",41,"Brother","R","App"
"875","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","BrotherRApp",50,"Brother","R","App"
"876","R_x48BDfE2nCPGKs1","Yes","Male",50,"Doctoral degree or equivalent","BrotherRApp",69,"Brother","R","App"
"877","R_26aoBEjMfFHXDsx","No","Male",30,"Bachelor's degree or equivalent","BrotherRApp",33,"Brother","R","App"
"878","R_12fdUBsPbpZ6vTk","No","Female",26,"Bachelor's degree or equivalent","BrotherRApp",15,"Brother","R","App"
"879","R_1GPRy0t1LaqQo3B","No","Male",45,"Some college but no degree","BrotherRApp",96,"Brother","R","App"
"880","R_Q9TeAZyJAZPolbj","No","Female",46,"Some college but no degree","BrotherRApp",58,"Brother","R","App"
"881","R_OIipHExw3Ao02rf","No","Male",27,"Master's degree or equivalent","BrotherRApp",19,"Brother","R","App"
"882","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","BrotherRApp",75,"Brother","R","App"
"883","R_qQ8SmEL4w751inv","No","Male",65,"Master's degree or equivalent","BrotherRApp",68,"Brother","R","App"
"884","R_3oFR79jYLPaN5Qa","No","Male",38,"Master's degree or equivalent","BrotherRApp",11,"Brother","R","App"
"885","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","BrotherRApp",92,"Brother","R","App"
"886","R_12Aqr4xS2Ghuwz6","No","Female",48,"Bachelor's degree or equivalent","BrotherRApp",100,"Brother","R","App"
"887","R_21ENcSqMOuiVNqM","No","Male",35,"Bachelor's degree or equivalent","CarRApp",6,"Car","R","App"
"888","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","CarRApp",29,"Car","R","App"
"889","R_31zr02FFYpeLwSl","No","Female",40,"Master's degree or equivalent","CarRApp",82,"Car","R","App"
"890","R_10vnoa62amH4GSH","No","Female",40,"Bachelor's degree or equivalent","CarRApp",89,"Car","R","App"
"891","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","CarRApp",77,"Car","R","App"
"892","R_1lttSGZ5LC59uHv","No","Male",71,"High school degree","CarRApp",100,"Car","R","App"
"893","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","CarRApp",85,"Car","R","App"
